strain	date	Subtype	Host	Country	HA_clade
A/swine/Italy/23341/2017	2017-10-14	H1N1	swine	Italy	1C.2.1
A/swine/Italy/253451/2017	2017-04-13	H1N1	swine	Italy	1C.2.1
A/swine/Italy/267012/2017	2017-08-31	H1N1	swine	Italy	1C.2.1
A/swine/Italy/280525/2017	2017-08-05	H1N2	swine	Italy	1C.2.1
A/swine/Italy/290024/2017	2017-07-21	H1N1	swine	Italy	1C.2.1
A/swine/Italy/301275/2017	2017-07-18	H1N2	swine	Italy	1C.2.4
A/swine/Italy/308892/2017	2017-06-29	H1N1	swine	Italy	1C.2.1
A/swine/Italy/319204/2017	2017-06-28	H1N2	swine	Italy	1C.2.1
A/swine/Italy/319217/2017	2017-06-28	H1N2	swine	Italy	1C.2.1
A/swine/Italy/323257/2017	2017-06-22	H1N1	swine	Italy	1C.2.1
A/swine/Italy/325316/2017	2017-06-21	H1N2	swine	Italy	1C.2.1
A/swine/Italy/326226/2017	2017-06-08	H1N1	swine	Italy	1C.2.1
A/swine/Italy/330785/2017	2017-05-18	H1N2	swine	Italy	1C.2.4
A/swine/Italy/344226/2017	2017-05-03	H1N1	swine	Italy	1C.2.1
A/swine/Italy/349779/2017	2017-04-25	H1N1	swine	Italy	1C.2.1
A/swine/Italy/351544/2017	2017-04-20	H1N1	swine	Italy	1C.2.1
A/swine/Italy/354072/2017	2017-04-07	H1N2	swine	Italy	1C.2.5
A/swine/Italy/360158/2017	2017-04-04	H1N1	swine	Italy	1C.2.1
A/swine/Italy/365724/2017	2017-03-27	H1N1	swine	Italy	1C.2.1
A/swine/Italy/366771/2017	2017-03-24	H1N2	swine	Italy	1C.2.5
A/swine/Italy/5033/2017	2017-03-10	H1N1	swine	Italy	1C.2.1
A/swine/Italy/54484/2017	2017-02-23	H1N1	swine	Italy	1C.2.1
A/swine/Italy/72492/2017	2017-02-09	H1N1	swine	Italy	1C.2.1
A/swine/Italy/72502/2017	2017-02-07	H1N1	swine	Italy	1C.2.1
A/swine/Italy/84796/2017	2017-01-24	H1N1	swine	Italy	1C.2.1
A/swine/Italy/87590/2017	2017-01-24	H1N1	swine	Italy	1C.2.1
A/swine/Italy/88629/2017	2017-01-12	H1N1	swine	Italy	1C.2.1
A/swine/Italy/98113/2017	2017-01-03	H1N1	swine	Italy	1C.2.1
A/swine/Italy/98240/2017	2017-01-02	H1N1	swine	Italy	1C.2.1
A/swine/Italy/11643/2017	2017-12-19	H1N1	swine	Italy	1C.2.2
A/swine/Italy/181051/2017	2017-11-22	H1N2	swine	Italy	1C.2.1
A/swine/Italy/217407/2017	2017-10-25	H1N2	swine	Italy	1C.2.1
A/swine/Italy/228721/2017	2017-01-02	H1N2	swine	Italy	1C.2.4
A/swine/Italy/23/2017	2017-10-24	H1N1	swine	Italy	1C.2.1
A/swine/Italy/234480/2017	2017-10-16	H1N2	swine	Italy	1C.2.4
A/swine/Italy/24367/2017	2017-10-03	H1N1	swine	Italy	1C.2.1
A/swine/Italy/290807/2017	2017-07-19	H1N2	swine	Italy	1C.2.5
A/swine/Italy/302597/2017	2017-07-17	H1N2	swine	Italy	1C.2.1
A/swine/Italy/357504/2017	2017-04-05	H1N1	swine	Italy	1C.2.5
A/swine/Italy/44482/2017	2017-03-13	H1N1	swine	Italy	1C.2.1
A/swine/Italy/81220/2017	2017-01-30	H1N1	swine	Italy	1C.2.1
A/swine/Italy/86451/2017	2017-01-25	H1N1	swine	Italy	1C.2.1
A/swine/Italy/119396/2020	2020-05-04	H1N1	swine	Italy	1C.2.4
A/swine/Italy/120718/2020	2020-05-04	H1N1	swine	Italy	1C.2.4
A/swine/Italy/127069/2020	2020-05-11	H1N1	swine	Italy	1C.2.5
A/swine/Italy/129711-7/2020	2020-05-12	H1N2	swine	Italy	1C.2.4
A/swine/Italy/141142/2020	2020-05-21	H1N1	swine	Italy	1C.2.4
A/swine/Italy/18374/2020	2020-01-16	H1N2	swine	Italy	1C.2.4
A/swine/Italy/30190/2020	2020-01-25	H1N2	swine	Italy	1C.2.4
A/swine/Italy/31684/2020	2020-01-27	H1N1	swine	Italy	1C.2.1
A/swine/Italy/37307/2020	2020-01-31	H1N2	swine	Italy	1C.2.4
A/swine/Italy/37481/2020	2020-01-31	H1N1	swine	Italy	1C.2.1
A/swine/Italy/58247/2020	2020-02-17	H1N1	swine	Italy	1C.2.1
A/swine/Italy/63033/2020	2020-02-20	H1N1	swine	Italy	1C.2.5
A/swine/Italy/64366/2020	2020-02-21	H1N2	swine	Italy	1C.2.1
A/swine/Italy/69273/2020	2020-02-26	H1N1	swine	Italy	1C.2.4
A/swine/Italy/75997/2020	2020-03-03	H1N1	swine	Italy	1C.2.5
A/swine/Italy/78247/2020	2020-03-04	H1N1	swine	Italy	1C.2.5
A/swine/Italy/78383/2020	2020-03-04	H1N1	swine	Italy	1C.2.5
A/swine/Italy/85074/2020	2020-03-11	H1N2	swine	Italy	1C.2.4
A/swine/Italy/86554/2020	2020-03-11	H1N1	swine	Italy	1C.2.5
A/swine/Italy/89304/2020	2020-03-16	H1N2	swine	Italy	1C.2.4
A/swine/Italy/94296/2020	2020-03-20	H1N1	swine	Italy	1C.2.4
A/swine/Italy/97771/2020	2020-04-02	H1N2	swine	Italy	1C.2.4
A/swine/Italy/258481/2020	2020-08-26	H1N2	swine	Italy	1C.2.4
A/swine/Italy/311691/2020	2020-10-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/326417/2020	2020-10-14	H1N1	swine	Italy	1C.2.4
A/swine/Italy/327872-36/2020	2020-10-16	H1N1	swine	Italy	1C.2.1
A/swine/Italy/332220/2020	2020-10-20	H1N2	swine	Italy	1C.2.4
A/swine/Italy/340406/2020	2020-10-23	H1N2	swine	Italy	1C.2.4
A/swine/Italy/347423/2020	2020-10-28	H1N1	swine	Italy	1C.2.1
A/swine/Italy/351722/2020	2020-11-02	H1N1	swine	Italy	1C.2.2
A/swine/Italy/352075/2020	2020-11-02	H1N1	swine	Italy	1C.2.2
A/swine/Italy/381442/2020	2020-11-23	H1N2	swine	Italy	1C.2.4
A/swine/Italy/385724/2020	2020-11-25	H1N2	swine	Italy	1C.2.5
A/swine/Italy/400317/2020	2020-12-07	H1N1	swine	Italy	1C.2.2
A/swine/Italy/400367/2020	2020-12-07	H1N2	swine	Italy	1C.2.4
A/swine/Italy/50941/2020	2020-02-12	H1N2	swine	Italy	1C.2.4
A/swine/France/59-190581/2019	2019-11-26	H1N1	swine	France	1C.2.2
A/swine/France/22-200009_2/2019	2019-12-30	H1N1	swine	France	1C.2.1
A/swine/France/22-190491/2019	2019-08-21	H1N2	swine	France	1C.2.4
A/swine/France/22-200175/2020	2020-06-09	H1N2	swine	France	1C.2.4
A/swine/France/56-190060/2019	2019-02-05	H1N1	swine	France	1C.2.1
A/swine/France/56-200050/2020	2020-02-13	H1N2	swine	France	1C.2.4
A/swine/France/56-200112/2020	2020-05-05	H1N2	swine	France	1C.2.4
A/swine/France/01-200024/2020	2020-01-17	H1N1	swine	France	1C.2.1
A/swine/France/05-200058/2020	2020-02-21	H1N1	swine	France	1C.2.1
A/swine/France/12-200170/2020	2020-04-29	H1N1	swine	France	1C.2.1
A/swine/France/22-190050/2019	2019-01-31	H1N1	swine	France	1C.2.1
A/swine/France/22-190080/2019	2019-02-20	H1N1	swine	France	1C.2.1
A/swine/France/22-190099/2019	2019-03-12	H1N1	swine	France	1C.2.1
A/swine/France/22-190109/2019	2019-03-21	H1N1	swine	France	1C.2.1
A/swine/France/22-190177/2019	2019-04-26	H1N2	swine	France	1C.2.4
A/swine/France/22-190475/2019	2019-09-19	H1N1	swine	France	1C.2.1
A/swine/France/22-200062/2020	2020-01-30	H1N1	swine	France	1C.2.1
A/swine/France/22-200168/2020	2020-05-04	H1N2	swine	France	1C.2.4
A/swine/France/22-200171/2020	2020-04-15	H1N2	swine	France	1C.2.4
A/swine/France/22-200173/2020	2020-06-09	H1N2	swine	France	1C.2.4
A/swine/France/22-200176/2020	2020-06-08	H1N2	swine	France	1C.2.4
A/swine/France/22-200177/2020	2020-06-11	H1N2	swine	France	1C.2.4
A/swine/France/22-200207/2020	2020-06-12	H1N2	swine	France	1C.2.4
A/swine/France/22-200210/2020	2020-07-06	H1N2	swine	France	1C.2.4
A/swine/France/22-200212/2020	2020-07-08	H1N2	swine	France	1C.2.4
A/swine/France/22-200213/2020	2020-07-10	H1N2	swine	France	1C.2.4
A/swine/France/22-200215/2020	2020-07-13	H1N2	swine	France	1C.2.4
A/swine/France/22-200227/2020	2020-06-09	H1N2	swine	France	1C.2.4
A/swine/France/22-200228/2020	2020-06-11	H1N2	swine	France	1C.2.4
A/swine/France/22-200229/2020	2020-06-25	H1N2	swine	France	1C.2.4
A/swine/France/22-200230/2020	2020-11-17	H1N2	swine	France	1C.2.4
A/swine/France/22-200232/2020	2020-06-15	H1N2	swine	France	1C.2.1
A/swine/France/22-200235/2020	2020-07-17	H1N2	swine	France	1C.2.4
A/swine/France/22-200236/2020	2020-07-17	H1N2	swine	France	1C.2.4
A/swine/France/22-200237/2020	2020-07-20	H1N2	swine	France	1C.2.4
A/swine/France/22-200239/2020	2020-07-21	H1N2	swine	France	1C.2.4
A/swine/France/22-200241/2020	2020-07-23	H1N2	swine	France	1C.2.4
A/swine/France/22-200242/2020	2020-07-27	H1N2	swine	France	1C.2.4
A/swine/France/22-200249/2020	2020-08-06	H1N2	swine	France	1C.2.4
A/swine/France/22-200255/2020	2020-08-12	H1N2	swine	France	1C.2.4
A/swine/France/22-200258/2020	2020-08-19	H1N2	swine	France	1C.2.4
A/swine/France/22-200260/2020	2020-08-20	H1N2	swine	France	1C.2.4
A/swine/France/22-200269/2020	2020-08-31	H1N2	swine	France	1C.2.4
A/swine/France/22-200278/2020	2020-06-26	H1N2	swine	France	1C.2.4
A/swine/France/22-200281/2020	2020-07-12	H1N2	swine	France	1C.2.4
A/swine/France/22-200283/2020	2020-07-15	H1N2	swine	France	1C.2.4
A/swine/France/22-200286/2020	2020-07-02	H1N2	swine	France	1C.2.4
A/swine/France/22-200290/2020	2020-09-08	H1N1	swine	France	1C.2.1
A/swine/France/22-200322/2020	2020-07-22	H1N2	swine	France	1C.2.4
A/swine/France/22-200325/2020	2020-08-18	H1N2	swine	France	1C.2.4
A/swine/France/22-200413/2020	2020-09-17	H1N2	swine	France	1C.2.4
A/swine/France/24-200063/2020	2020-01-14	H1N1	swine	France	1C.2.1
A/swine/France/24-200492/2020	2020-12-01	H1N2	swine	France	1C.2.4
A/swine/France/28-200135/2020	2020-05-19	H1N2	swine	France	1C.2.4
A/swine/France/28-200396/2020	2020-08-07	H1N1	swine	France	1C.2.1
A/swine/France/29-190437/2019	2019-07-31	H1N1	swine	France	1C.2.1
A/swine/France/29-190487/2019	2019-06-04	H1N1	swine	France	1C.2.1
A/swine/France/29-190493/2019	2019-09-19	H1N1	swine	France	1C.2.1
A/swine/France/29-190500/2019	2019-10-08	H1N1	swine	France	1C.2.1
A/swine/France/29-190501/2019	2019-10-15	H1N1	swine	France	1C.2.1
A/swine/France/29-190583/2019	2019-12-10	H1N1	swine	France	1C.2.1
A/swine/France/29-200104/2020	2020-03-18	H1N1	swine	France	1C.2.1
A/swine/France/29-200133/2020	2020-05-18	H1N2	swine	France	1C.2.4
A/swine/France/29-200185/2020	2020-06-12	H1N2	swine	France	1C.2.4
A/swine/France/29-200188/2020	2020-06-16	H1N2	swine	France	1C.2.4
A/swine/France/29-200214/2020	2020-07-13	H1N2	swine	France	1C.2.4
A/swine/France/29-200252/2020	2020-08-07	H1N2	swine	France	1C.2.4
A/swine/France/29-200254/2020	2020-08-13	H1N2	swine	France	1C.2.4
A/swine/France/29-200263/2020	2020-06-24	H1N2	swine	France	1C.2.4
A/swine/France/29-200264/2020	2020-08-26	H1N2	swine	France	1C.2.4
A/swine/France/29-200272/2020	2020-08-31	H1N1	swine	France	1C.2.1
A/swine/France/29-200324/2020	2020-08-13	H1N2	swine	France	1C.2.4
A/swine/France/35-190107/2019	2019-03-21	H1N1	swine	France	1C.2.1
A/swine/France/35-190212/2019	2019-05-14	H1N1	swine	France	1C.2.1
A/swine/France/35-200008/2019	2019-12-16	H1N1	swine	France	1C.2.1
A/swine/France/35-200052/2020	2020-02-19	H1N2	swine	France	1C.2.4
A/swine/France/35-200154/2020	2020-06-03	H1N2	swine	France	1C.2.4
A/swine/France/35-200203/2020	2020-05-26	H1N1	swine	France	1C.2.1
A/swine/France/35-200206/2020	2020-06-09	H1N2	swine	France	1C.2.4
A/swine/France/35-200238/2020	2020-07-20	H1N2	swine	France	1C.2.4
A/swine/France/35-200251/2020	2020-08-10	H1N2	swine	France	1C.2.4
A/swine/France/35-200270/2020	2020-08-31	H1N2	swine	France	1C.2.4
A/swine/France/35-200271/2020	2020-09-01	H1N2	swine	France	1C.2.4
A/swine/France/35-200275/2020	2020-09-03	H1N2	swine	France	1C.2.4
A/swine/France/35-200279/2020	2020-06-29	H1N1	swine	France	1C.2.1
A/swine/France/35-200295/2020	2020-09-14	H1N2	swine	France	1C.2.4
A/swine/France/35-200298/2020	2020-09-10	H1N2	swine	France	1C.2.4
A/swine/France/35-200299/2020	2020-09-14	H1N2	swine	France	1C.2.4
A/swine/France/35-200300/2020	2020-09-17	H1N2	swine	France	1C.2.4
A/swine/France/35-200332/2020	2020-08-28	H1N2	swine	France	1C.2.4
A/swine/France/44-200018/2020	2020-01-21	H1N1	swine	France	1C.2.1
A/swine/France/44-200139/2020	2020-04-20	H1N2	swine	France	1C.2.4
A/swine/France/49-200216/2020	2020-07-13	H1N2	swine	France	1C.2.4
A/swine/France/50-190058/2019	2019-01-22	H1N1	swine	France	1C.2.1
A/swine/France/50-190161/2019	2019-04-12	H1N1	swine	France	1C.2.1
A/swine/France/50-190453/2019	2019-08-28	H1N1	swine	France	1C.2.1
A/swine/France/50-190466/2019	2019-09-04	H1N1	swine	France	1C.2.1
A/swine/France/50-190476/2019	2019-09-09	H1N1	swine	France	1C.2.1
A/swine/France/50-190548/2019	2019-10-24	H1N1	swine	France	1C.2.1
A/swine/France/53-190488/2019	2019-06-17	H1N1	swine	France	1C.2.1
A/swine/France/53-190540/2019	2019-10-29	H1N1	swine	France	1C.2.1
A/swine/France/53-200134-1/2020	2020-05-18	H1N1	swine	France	1C.2.1
A/swine/France/53-200134-3/2020	2020-05-18	H1N2	swine	France	1C.2.4
A/swine/France/53-200155/2020	2020-05-26	H1N2	swine	France	1C.2.4
A/swine/France/56-190444/2019	2019-08-05	H1N1	swine	France	1C.2.1
A/swine/France/56-200025/2020	2020-01-29	H1N1	swine	France	1C.2.1
A/swine/France/56-200169/2020	2020-05-04	H1N2	swine	France	1C.2.4
A/swine/France/56-200201/2020	2020-04-23	H1N2	swine	France	1C.2.4
A/swine/France/56-200231/2020	2020-06-22	H1N2	swine	France	1C.2.4
A/swine/France/56-200256/2020	2020-08-17	H1N2	swine	France	1C.2.4
A/swine/France/56-200257/2020	2020-08-17	H1N2	swine	France	1C.2.4
A/swine/France/56-200259/2020	2020-08-20	H1N2	swine	France	1C.2.4
A/swine/France/56-200313/2020	2020-09-22	H1N1	swine	France	1C.2.1
A/swine/France/56-200347/2020	2020-10-06	H1N2	swine	France	1C.2.4
A/swine/France/59-190568/2020	2020-11-12	H1N1	swine	France	1C.2.1
A/swine/France/59-200121/2020	2020-03-24	H1N2	swine	France	1C.2
A/swine/France/64-200317/2020	2020-09-18	H1N1	swine	France	1C.2.1
A/swine/France/72-190321/2019	2019-05-28	H1N1	swine	France	1C.2.1
A/swine/France/72-190455/2019	2019-08-28	H1N1	swine	France	1C.2.1
A/swine/France/72-190574/2019	2019-11-19	H1N1	swine	France	1C.2.1
A/swine/France/72-200205/2020	2020-06-05	H1N2	swine	France	1C.2.4
A/swine/France/72-200244/2020	2020-07-22	H1N2	swine	France	1C.2.4
A/swine/France/72-200277/2020	2020-06-30	H1N2	swine	France	1C.2.4
A/swine/France/72-200305/2020	2020-09-16	H1N2	swine	France	1C.2.4
A/swine/France/72-200318/2020	2020-09-28	H1N2	swine	France	1C.2.4
A/swine/France/74-200117/2020	2020-03-03	H1N1	swine	France	1C.2.1
A/swine/France/81-200304/2020	2020-09-10	H1N1	swine	France	1C.2.1
A/swine/France/82-200069/2020	2020-02-28	H1N1	swine	France	1C.2.1
A/swine/France/85-200222/2020	2020-07-13	H1N1	swine	France	1C.2.1
A/swine/Spain/40340-3/2017	2017-07-03	H1N1	swine	Spain	1C.2.1
A/swine/Spain/6370-5/2018	2018-02-06	H1N2	swine	Spain	1C.2.1
A/swine/Spain/50547/2019	2019-03-22	H1N2	swine	Spain	1C.2.1
A/swine/Spain/31174/2019	2019-03-27	H1N1	swine	Spain	1C.2.6
A/swine/Spain/6370/2018	2018-01-25	H1N2	swine	Spain	1C.2.2
A/swine/Spain/06001/2019	2019-07-30	H1N2	swine	Spain	1C.2.4
A/swine/Spain/50267/2019	2019-04-17	H1N2	swine	Spain	1C.2.2
A/swine/Spain/45700/2019	2019-03-05	H1N2	swine	Spain	1C.2.1
A/swine/Spain/37900/2019	2019-03-15	H1N1	swine	Spain	1C.2.6
A/swine/Spain/40240/2019	2019-03-20	H1N1	swine	Spain	1C.2.1
A/swine/Spain/50840/2019	2019-06-28	H1N1	swine	Spain	1C.2.6
A/swine/Spain/6176-1/2018	2018-02-18	H1N2	swine	Spain	1C.2.2
A/swine/Spain/45690-8/2018	2018-01-30	H1N1	swine	Spain	1C.2.1
A/swine/Spain/21290-1/2018	2018-02-06	H1N2	swine	Spain	1C.2.1
A/swine/Spain/45690-7/2018	2018-01-31	H1N2	swine	Spain	1C.2.1
A/swine/Spain/6370-2/2018	2018-01-25	H1N2	swine	Spain	1C.2.2
A/swine/Spain/45690-4/2018	2018-01-31	H1N2	swine	Spain	1C.2.1
A/swine/Spain/45690-6/2018	2018-01-31	H1N2	swine	Spain	1C.2.1
A/swine/Spain/45690-5/2018	2018-01-31	H1N2	swine	Spain	1C.2.1
A/swine/Spain/45690-3/2018	2018-01-31	H1N2	swine	Spain	1C.2.1
A/swine/Spain/40340-1/2017	2017-07-04	H1N1	swine	Spain	1C.2.1
A/swine/Denmark/18-6662-26/2018	2018-05-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-6662-74/2018	2018-05-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-6662-92/2018	2018-05-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-6662-131/2018	2018-05-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-6662-146/2018	2018-05-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-6754-98/2018	2018-05-15	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-7305-75/2018	2018-05-24	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-7948-51/2018	2018-06-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-7948-60/2018	2018-06-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/18-13002-73/2018	2018-09-20	H1N2	swine	Denmark	1C.2.5
A/swine/Denmark/18-13002-80/2018	2018-09-20	H1N2	swine	Denmark	1C.2.5
A/swine/Denmark/F00_W1_01/2017	2017-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F02_W1_06/2017	2017-12	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F03_W1_06/2018	2018-01	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F04_W1_11/2018	2018-02	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F06_W3_26/2018	2018-04	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F08_W1_19/2018	2018-06	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F09_W3_33/2018	2018-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/F10_W3_29/2018	2018-08	H1N2	swine	Denmark	1C.2.4
A/swine/Bramsche/19408/2013	2013-12-19	H1N2	swine	Germany	1C.2.4
A/swine/Denmark/V81/2017	2017-11-16	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/HB1212U1/2017	2017-03	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/HB2221U1/2017	2017-03	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/HB4278U1/2017	2017-04	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/HB4279U1/2017	2017-04	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/HB4280U1/2017	2017-04	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/VB1315U3/2017	2017-06	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/VB4358U5/2017	2017-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/VB4362U3/2017	2017-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/VB3366U5/2017	2017-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/VB4379U3/2017	2017-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/P5U4/2016	2016-12	H1N1	swine	Denmark	1C.2
A/swine/Spain/40240-1/2017	2017-02-08	H1N1	swine	Spain	1C.2.1
A/swine/Spain/45700-1/2016	2016-11-18	H1N2	swine	Spain	1C.2.1
A/swine/Spain/40250-2/2016	2016-12-20	H1N1	swine	Spain	1C.2.1
A/swine/Spain/40250-1/2016	2016-12-20	H1N1	swine	Spain	1C.2.1
A/swine/Spain/40192-1/2016	2016-12-20	H1N1	swine	Spain	1C.2.1
A/swine/Italy/449727-2/2021	2021-12-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/449727-1/2021	2021-12-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/427730/2021	2021-12-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/418974/2021	2021-12-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/417712/2021	2021-12-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/416754/2021	2021-12-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/403063/2021	2021-12-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/399722/2021	2021-12-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/398937/2021	2021-12-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/348863/2021	2021-10-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/327881/2021	2021-09-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/415608/2021	2021-12-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/120575/2022	2022-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/115702/2022	2022-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/110521-5/2022	2022-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/87349-1/2022	2022-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/72999-4/2022	2022-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/72983-3/2022	2022-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/72901-1/2022	2022-03-06	H1N1	swine	Italy	1C.2.5
A/swine/Italy/71791/2022	2022-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/69709-2/2022	2022-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/57235-6/2022	2022-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/27781/2022	2022-01-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/24394_12/2022	2022-01-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/268966-1/2022	2022-08-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/234960/2022	2022-08-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/184196-5/2022	2022-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/140748/2022	2022-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/133898-3/2022	2022-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/128849-4/2022	2022-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/119919-3/2022	2022-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/102648-3_/2022	2022-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/102648-1/2022	2022-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/25675/2022	2022-01-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/24394-11/2022	2022-01-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/24394-3/2022	2022-01-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/8100/2022	2022-01-06	H1N1	swine	Italy	1C.2.5
A/swine/Italy/116975/2021	2021-04-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/223708-05/2021	2021-06-06	H1N1	swine	Italy	1C.2.4
A/swine/Italy/263217/2021	2021-09-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/298374/2021	2021-09-06	H1N2	swine	Italy	1C.2.5
A/swine/Italy/175739_1/2021	2021-04-06	H1N2	swine	Italy	1C.2.1
A/swine/Italy/224845-2/2021	2021-06-06	H1N2	swine	Italy	1C.2.1
A/swine/Italy/238819-1/2021	2021-06-06	H1N1	swine	Italy	1C.2.4
A/swine/Italy/260451/2021	2021-09-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/312867-6/2021	2021-09-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/312867-7/2021	2021-09-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/331116/2021	2021-09-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/343484/2021	2021-10-06	H1N1	swine	Italy	1C.2.4
A/swine/Italy/345141/2021	2021-10-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/348919/2021	2021-10-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/353554/2021	2021-10-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/358072/2021	2021-10-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/375366/2021	2021-10-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/386488-3/2021	2021-10-06	H1N2	swine	Italy	1C.2.2
A/swine/Italy/87438/2021	2021-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/96050/2021	2021-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/99371/2021	2021-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/138986/2021	2021-06-06	H1N1	swine	Italy	1C.2.5
A/swine/Italy/129064_2/2021	2021-06-06	H1N1	swine	Italy	1C.2.5
A/swine/Italy/114094_5/2021	2021-06-06	H1N1	swine	Italy	1C.2.5
A/swine/Italy/101943/2021	2021-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/97879/2021	2021-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/90784/2021	2021-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/87067/2021	2021-03-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/80046/2021	2021-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/79598/2021	2021-03-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/61650/2021	2021-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/146817/2021	2021-06-06	H1N1	swine	Italy	1C.2.5
A/swine/Italy/114436/2021	2021-06-06	H1N2	swine	Italy	1C.2.4
A/swine/Italy/60892/2021	2021-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/46608/2021	2021-03-06	H1N1	swine	Italy	1C.2.2
A/swine/Italy/16671/2021	2021-01-06	H1N2	swine	Italy	1C.2.1
A/swine/Italy/383470/2021	2020-12-06	H1N2	swine	Italy	1C.2.4
